KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
HLL;Holland;Hollande;Holland;Holandia;Holanda;Olanda;Hollandia;Holandsko;Hollandia;Holland;Holanda;Ãîëëàíäèÿ;Hollanti;x
HLL_ADJ;Dutch;Hollandais;Holländisch;holenderski;holandés;Olandese;holland;holandskı;holland;Nederlands;holandês;Ãîëëàíäñê.;hollantilainen;x
HNN;Hunan;Hunan;Hunan;Hunan;Hunan;Hunan;Hunan;Hunan;Hunan;Hunan;Hunan;Õóíàíü;Hunan;x
HNN_ADJ;Hunani;de Hunan;Hunan-;Hunani;Hunani;di Hunan;Hunani;Hunani;Hunani;Hunani;Hunani;Õóíàíñê.;Hunani;x
HNS;the Hansa;La Hanse;Hanse;Hansa;la Hansa;L'Ansa;a Hansa;Hansa;a Hansa;de Hansa;o Hansa;Ãàíçà;Hansa;x
HNS_ADJ;Hanseatic;Hanséatique;Hanseatisch;Hanzeatycki;Hanseático;Anseatica;Hanza;Hanseatic;Hanza;Hanseatic;Hanseatic;ãàíçåéñê.;Hanseatic;x
HOH;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Ãîãåíöîëëåğí;Hohenzollern;x
HOH_ADJ;Hohenzollern;de Hohenzollern;Hohenzollerisch;Hohenzollern;Hohenzollern;degli Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Hohenzollern;Ãîãåíöîëëåğí;Hohenzollern;x
HRE;The Holy Roman Empire;Le Saint Empire Romain;Das Heilige Römische Reich;Œwiête Cesarstwo Rzymskie;El Sacro Imperio Romano;Il Sacro Romano Impero;A Szent Római Birodalom;Svatá øíše øímská;A Szent Római Birodalom;het Heilige Roomse Rijk;O Sacro Império Romano;Ñâÿùåííàÿ Ğèìñêàÿ Èìïåğèÿ;Pyhän Rooman valtakunta;x
HRE_ADJ;Holy Roman;Saint-Romain;Heilig' Römisch;Œwiête Cesarstwo;Sacro Romano;Sacro Romana;római;Svaté øíše øímské;római;Heilige Roomse;Sacro Romano;Ñâÿùåííûé Ğèì;Holy Roman;x
HRE_communist;Proletarian Faction;Faction Prolétarienne;Proletarische Fraktion;Frakcja proletariacka;Facción Proletaria;Fazione Proletaria;proletár frakció;Proletarian Faction;proletár frakció;proletarische Faction;Facção Proletária;Ïğîëåòàğñêàÿ Ôğàêöèÿ;proletaari Faction;x
HRE_conservative;Imperialists;Impérialistes;Imperialisten;Imperialiœci;Imperialistas;Imperialisti;imperialisták;imperialisté;imperialisták;imperialisten;Imperialistas;Èìïåğèàëèñòû;imperialistit;x
HRE_democracy;The Holy Roman Republic;La Sainte République Romaine;Die Heilige Römische Republik;Holy Roman Republic;La república romana santa;La Sacra Romana Repubblica;A Szent Római Köztársaság;Svaté øímské republiky;A Szent Római Köztársaság;het Heilige Roomse Republiek;A Sacra República Romana;Ñâÿùåííàÿ Ğèìñêàÿ Ğåñïóáëèêà;Pyhä Rooman tasavallan;x
HRE_fascist;NSHRAP;NSHRAP;NSHRAP;NSHRAP;NSHRAP;NSHRAP;NSHRAP;NSHRAP;NSHRAP;NSHRAP;NSHRAP;Íøğàï;NSHRAP;x
HRE_proletarian_dictatorship;The Proletarian Roman Empire;Le Prolétarien Empire Romain;Das Proletarische Römische Reich;proletariackiej Cesarstwo Rzymskie;El Imperio Romano Proletario;Il Sacro Romano Proletariato;Proletár Római Birodalom;Proletár øíše øímská;Proletár Római Birodalom;de Heilige Roomse proletarische;O Sacro Romano Proletário;Ïğîëåòàğñêàÿ Ğèìñêàÿ Èìïåğèÿ;proletariaatin Rooman valtakunta;x
HRE_reactionary;Karling Faction;Faction Carolingienne;Karolingern-Fraktion;Karling Faction;Facción Carolingia;Fazione Carolingia;Karling frakció;Karling Faction;Karling frakció;Karling Faction;Karling Faction;Êàğëèíãñêàÿ Ôğàêöèÿ;Karling Faction;x
HRE_socialist;Peasant Faction;Faction Paysanne;Bauern-Fraktion;Stronnictwo Faction;Facción campesina;Fazione Plebea;paraszt frakció;rolník Faction;paraszt frakció;peasant Faction;Facção camponesa;Êğåñòüÿíñêàÿ Ôğàêöèÿ;talonpoika Faction;x
HSC;Highlands;Hautes-Terres;Hochland;Góral;Tierras Altas;Alture Scozzesi;Highlands;Vrchovina;Highlands;Hooglanden;Highlands;Ãîğíàÿ Ìåñòíîñòü;Highlands;x
HSC_ADJ;Highlander;des Hautes-Terres;Hochländisch;Góral;montañés;delle Alture;Felvidéki;Horal;Felvidéki;Hooglander;Escocês;Ãîğåö;Highlander;x
HSK;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Õîñîêàâà;Hosokawa;x
HSK_ADJ;Hosokawa;de Hosokawa;Hosokawa-;Hosokawa;Hosokawa;di Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Hosokawa;Õîñîêàâà;Hosokawa;x
HSP;Hesperia;Hespérie;Hesperien;Hesperia;Hesperia;Esperia;Hesperia;Hesperia;Hesperia;Hesperië;Hesperia;Ãåñïåğèÿ;Hesperia;x
HSP_ADJ;Hesperian;Hespérien;Hesperisch;Hesperski;Hesperio;Espera;Hesper;Hesperská;Hesper;Hesperisch;Hesperio;Ãåñïåğñê.;Hesperialainen;x
HTK;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Õàòàêåÿìà;Hatakeyama;x
HTK_ADJ;Hatakeyama;de Hatakeyama;Hatakeyama-;Hatakeyama;Hatakeyama;di Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Hatakeyama;Õàòàêåÿìà;Hatakeyama;x
HUI;Anhui;Anhui;Anhui;Anhui;Anhui;Anhui;Anhui;Anhui;Anhui;Anhui;Anhui;Àíüõîé;Anhui;x
HUI_ADJ;Hui;Hui;Hui;Hui;Hui;degli Hui;Hui;Hui;Hui;Hui;Hui;Õîé;hui;x
HUR;Huron;Hurons;Huron;Huron;Hurón;Huron;Huron;Huron;Huron;Huron;Huron;Õóğîí;Huron;x
HUR_ADJ;Huron;Ouendat;Huron-;Huron;Hurón;di Huron;Huron;Huron;Huron;Huron;Huron;Õóğîí;Huron;x
IBR;Iberia;Ibérie;Iberien;Iberia;Iberia;Iberia;Ibériai-félsziget;Iberia;Ibériai-félsziget;Iberia;Ibéria;Iberia;Iberia;x
IBR_ADJ;Iberian;Ibérique;Iberisch;iberyjski;ibérico;Iberica;ibériai;iberskı;ibériai;Iberisch;ibérico;èáåğèéñê.;Iberian;x
IDO;Indochina;Indochine;Indochina;Indochina;Indochina;Indocina;Indokína;Indoèína;Indokína;Indo-China;Indochina;Èíäîêèòàé;Indokiina;x
IDO_ADJ;Indochinese;Indochinois;Indochinesisch;Indochiñski;Indochino;Indocinese;Indokínai;Indoèínskı;Indokínai;Indochinese;Na Indochina;Èíäîêèòàéñê.;indokiinalaisissa;x
IGW;Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Èìàãàâà;Imagawa;x
IGW_ADJ;Imagawa;d'Imagawa;Imagawa-;Imagawa;Imagawa;di Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Imagawa;Èìàãàâà;Imagawa;x
IKE;Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Èêåäà;Ikeda;x
IKE_ADJ;Ikeda;d'Ikeda;Ikeda-;Ikeda;Ikeda;di Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Ikeda;Èêåäà;Ikeda;x
ILL;Illinewek;Illinéouécs;Illinewek;Illinewek;Illinewek;Illini;Illinewek;Illinewek;Illinewek;Illinewek;Illinewek;Èëëèíåâåê;Illinewek;x
ILL_ADJ;Illinewek;des Illinéouécs;Illinewek-;Illinewek;Illinewek;degli Illini;Illinewek;Illinewek;Illinewek;Illinewek;Illinewek;Èëëèíåâåê;Illinewek;x
IMG;Inner Mongolia;Mongolie Intérieure;Die Innere Mongolei;Mongolia Wewnêtrzna;Mongolia interior;Mongolia Interna;Belsõ-Mongólia;vnitøní Mongolsko;Belsõ-Mongólia;Binnen-Mongolië;Mongólia Interior;Âíóòğåííÿÿ Ìîíãîëèÿ;Sisä-Mongolia;x
IMG_ADJ;Inner Mongolian;Mongole Intérieure;Innermongolisch;Wewnêtrzny mongolski;Mongol interior;Cismongola;Belsõ mongol;Vnitøní mongolskı;Belsõ mongol;Binnen-Mongools;Mongol Interior;Âíóòğåííèé ìîíãîëüñê.;Sisäinen mongoli;x
IMG_fascist_dictatorship;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Ìıíöçÿíå;Mengjiang;x
IMG_fascist_dictatorship_ADJ;Mengjiang;du Mengjiang;Mengjiang-;Mengjiang;Mengjiang;del Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Mengjiang;Ìıíöçÿíå;Mengjiang;x
INC;The Inca;Les Incas;Die Inka;Inca;Los Incas;Gli Inca;az inka;Inkové;az inka;de Inca;O Inca;Èíêà;Inca;x
INC_ADJ;Inca;Inca;Inka-;Inca;Inca;Inca;Inca;Inka;Inca;Inca;Inca;Èíêà;Inca;x
INO;Indonesia;Indonésie;Indonesien;Indonezja;Indonesia;Indonesia;Indonézia;Indonésie;Indonézia;Indonesië;Indonésia;Èíäîíåçèÿ;Indonesia;x
INO_ADJ;Indonesian;Indonésien;Indonesisch;indonezyjski;indonesio;Indonesiana;indonéz;indonéština;indonéz;Indonesisch;indonésio;èíäîíåçèéñê.;indonesialainen;x
IRO;Iroquois;Iroquois;Irokesen;Iroquois;Iroquois;Irochesi;irokéz;Iroquois;irokéz;Iroquois;Iroquois;Èğîêåç;Iroquois;x
IRO_ADJ;Iroquois;Iroquois;Irokesisch;Iroquois;Iroquois;Irochese;irokéz;Iroquois;irokéz;Iroquois;Iroquois;Èğîêåç;Iroquois;x
ITP;Pontifical Italy;Italie Pontificale;Päpstliches Italien;Papieskie W³ochy;Italia Pontificia;Italia Pontificia;Pápai Olaszország;Pontifikální Itálie;Pápai Olaszország;Pauselijk Italië;Itália pontifícia;Ïàïñêàÿ Èòàëèÿ;Pontifical Italia;x
ITP_ADJ;Italian;Italien;Italienisch;W³oski;italiano;Italiana;olasz;italština;olasz;Italiaans;italiano;èòàëüÿíñê.;italialainen;x
IVC;Ivory Coast;Côte d'Ivoire;Die Elfenbeinküste;Wybrze¿e Koœci S³oniowej;Costa de Marfil;Costa d'Avorio;Elefántcsontpart;Pobreí slonoviny;Elefántcsontpart;Ivoorkust;Costa do Marfim;Êîò-Äüèâóàğ;Norsunluurannikko;x
IVC_ADJ;Ivoirian;Ivoirien;Elfenbeinküste-;Ivoirian;Costa de Marfil;Ivoriana;elefántcsontparti;Ivoirian;elefántcsontparti;Ivoriaanse;Ivoirian;Êîò-Äüèâóàğ;Norsunluurannikon;x
IZH;Ingria;Ingrie;Ingrien;Ingria;Ingria;Ingria;Ingria;Ingria;Ingria;Ingria;Ingria;Èíãğèÿ;Inkeri;x
IZH_ADJ;Ingrian;Ingrien;Ingrisch;Ingrian;Ingrian;Ingriana;Ingrian;Ingrian;Ingrian;Ingrian;Ingrian;Èæîğñê.;Inkerin;x
JAL;Futa Jallon;Fouta-Djalon;Futa Dschalon;Futa Jallon;Futa Jallon;Futa Jallon;Futa Jallon;Futa Jallonová;Futa Jallon;Futa Jallon;Futa Jallon;Ôóòà Æàëëîí;Futa Jallon;x
JAL_ADJ;Jallon;Djalonnais;Dschalon-;Jallon;Jallon;di Jallon;Jallon;Jallon;Jallon;Jallon;Jallon;Æàëëîí;Jallon;x
JAM;Jamaica;Jamaïque;Jamaika;Jamajka;Jamaica;Giamaica;Jamaica;Jamaica;Jamaica;Jamaica;Jamaica;ßìàéêà;Jamaika;x
JAM_ADJ;Jamaican;Jamaïquain;Jamaikanisch;Jamajski;jamaicano;Giamaicana;jamaicai;jamajskı;jamaicai;Jamaican;jamaicano;ÿìàéñê.;Jamaikan;x
JER;Jerusalem;Jérusalem;Jerusalem;Jerozolima;Jerusalén;Gerusalemme;Jeruzsálem;Jeruzalém;Jeruzsálem;Jeruzalem;Jerusalém;Èåğóñàëèì;Jerusalem;x
JER_ADJ;Jerusalemite;Jérusalemite;Jerusalem-;Jeruzalemite;Jerusalemite;Gerosolimitana;jeruzsálemi;jeruzalémské;jeruzsálemi;Jeruzalemiet;Jerusalemite;Èåğóñàëèìåö;Jerusalemite;x
JJI;Janjiro;Djandjiro;Janjira;Janjiro;Janjiro;Janjiro;Janjiro;Janjiro;Janjiro;Janjiro;Janjiro;ÿíéèğî;Janjiro;x
JJI_ADJ;Janjiroan;de Djandjiro;Janjira-;Janjiroan;Janjiroan;di Janjiro;Janjiroan;Janjiroan;Janjiroan;Janjiroan;Janjiroan;ÿíéèğîàí;Janjiroan;x
JNP;Jaunpur;Jawnpur;Jaunpur;Jaunpur;Jaunpur;Jaunpur;Jaunpur;Jaunpur;Jaunpur;Jaunpur;Jaunpur;ÿóíïóğ;Jaunpur;x
JNP_ADJ;Jaunpur;de Jawnpur;Jaunpur-;Jaunpur;Jaunpur;di Jaunpur;Jaunpur;Jaunpur;Jaunpur;Jaunpur;Jaunpur;ÿóíïóğ;Jaunpur;x
JOR;Jordan;Jordanie;Jordanien;Jordania;Jordán;Giordania;Jordánia;Jordán;Jordánia;Jordanië;Jordânia;Èîğäàíèÿ;Jordania;x
JOR_ADJ;Jordanian;Jordanien;Jordanisch;Jordañczyk;Jordano;Giordana;Jordanian;jordánskı;Jordanian;Jordaanse;Jordaniano;Èîğäàíñê.;jordanialainen;x
KAC;Kachar;Cachar;Kachar;Kachar;Kachar;Kachar;Kachar;Kachar;Kachar;Kachar;Kachar;Êà÷àğ;Kachar;x
KAC_ADJ;Kachar;de Cachar;Kachar-;Kachar;Kachar;di Kachar;Kachar;Kachar;Kachar;Kachar;Kachar;Êà÷àğ;Kachar;x
KAG;Kaga;Kaga;Kaga;Kaga;Kaga;Kaga;Kaga;Kaga;Kaga;Kaga;Kaga;Êàãà;Kaga;x
KAG_ADJ;Kagan;de Kaga;Kaga-;Kagan;Kagan;di Kaga;Kagan;Kagan;Kagan;Kagan;Kagan;Êàãàí;Kagan;x
KAM;Kamchatka;Kamtchatka;Kamtschatka;Kamczatka;Kamchatka;Camciatca;Kamcsatka;Kamchatka;Kamcsatka;Kamchatka;Kamchatka;Êàì÷àòêà;kamchatka;x
KAM_ADJ;Kamchatkan;de la Kamtchatka;Kamtschatka-;Kamchatkan;Kamchatkan;della Camciatca;Kamchatkan;Kamchatkan;Kamchatkan;Kamchatkan;Kamchatkan;Êàì÷àòñê.;Kamchatkan;x
KAR;Karen;Karènes;Karen;Karen;Karen;Karen;Karen;Karen;Karen;Karen;Karen;Êàğåí;Karen;x
KAR_ADJ;Karen;Karène;Karenisch;Karen;Karen;dei Karen;Karen;Karen;Karen;Karen;Karen;Êàğåí;Karen;x
KAT;Kathiawar;Kâthiawâr;Kathiawar;Kathijawar;Kathiawar;Kathiawar;Kathiawar;Kathiawar;Kathiawar;Kathiawar;Kathiawar;Êàòõèàâàğà;Kathiawarin niemimaa;x
KAT_ADJ;Kathiawar;du Kâthiawâr;Kathiawar-;Kathijawar;Kathiawar;del Kathiawar;Kathiawar;Kathiawar;Kathiawar;Kathiawar;Kathiawar;Êàòõèàâàğà;Kathiawarin niemimaa;x
KAZ;Kazakh;Kazakhs;Kasachstan;kazachski;Kazakh;Kazachia;kazah;kazašskı;kazah;Kazachse;Cazaque;Êàçàõ;Kazakstanin;x
KAZ_ADJ;Kazakh;Kazakh;Kasachisch;kazachski;Kazakh;Kazaco;kazah;kazašskı;kazah;Kazachse;Cazaque;Êàçàõ;Kazakstanin;x
KAZ_proletarian_dictatorship;SSR Kazakhstan;RSS Kazakhstan;SSR Kasachstan;SSR Kazachstan;SSR Kazajstán;RSS Kazaca;SSR Kazahsztán;SSR Kazachstán;SSR Kazahsztán;SSR Kazachstan;SSR Cazaquistão;ÑÑĞ Êàçàõñòàí;SSR Kazakstan;x
KBO;Kanem Bornu;Kanem-Bornou;Kanem-Bornu;Kanem Bornu;Kanem Bornu;Kanem Bornu;Kanem Bornu;Kanem Bornu;Kanem Bornu;Kanem Bornu;Kanem Bornu;Êàíåì Áîğíó;Kanem Bornu;x
KBO_ADJ;Kanem Bornuan;Kanembou;Kanem-Bornu-;Kanem Bornuan;Kanem Bornuan;del Kanem Bornu;Kanem Bornuan;Kanem Bornuan;Kanem Bornuan;Kanem Bornuan;Kanem Bornuan;Êàíåì Áîğíóàí;Kanem Bornuan;x
KCH;Kachin;Katchins;Kachin-Staat;Kachin;Kachin;Kachin;Kachin;Kachin;Kachin;Kachin;Kachin;Êà÷èí;Kachin;x
KCH_ADJ;Kachin;Katchin;Kachin-;Kachin;Kachin;dei Kachin;Kachin;Kachin;Kachin;Kachin;Kachin;Êà÷èí;Kachin;x
KCX;Koch;Kotch;Koch;Koch;Koch;Koch;Koch;Koch;Koch;Koch;Koch;Êî÷;Koch;x
KCX_ADJ;Koch;du Kotch;Koch-;Koch;Koch;di Koch;Koch;Koch;Koch;Koch;Koch;Êî÷;Koch;x
KDS;Kurdistan;Kurdistan;Kurdistan;Kurdistan;Kurdystan;Kurdistan;Kurdisztán;Kurdistan;Kurdisztán;Kurdistan;Curdistão;Êóğäèñòàí;Kurdistan;x
KGR;Kangra;Kangra;Kangra;Kangra;Kangra;Kangra;Kangra;Kangra;Kangra;Kangra;Kangra;Êàíãğà;Kangra;x
KGR_ADJ;Kangra;Kangrais;Kangra-;Kangra;Kangra;di Kangra;Kangra;Kangra;Kangra;Kangra;Kangra;Êàíãğà;Kangra;x
KHA;The Mongol Khanate;Le Khanat Mongol;Das Mongolische Khanat;Mongo³owie Chanat;El kanato mongol;Khanato Mongolo;A mongol Khanate;mongolskı Khanate;A mongol Khanate;de Mongoolse Khanate;O Khanato Mongol;Ìîíãîëüñêîå Õàíñòâî;mongolien Khanate;x
KHA_ADJ;Mongol;Mongol;Mongolisch;Mongo³;mongol;Mongola;mongol;Mongol;mongol;Mongools;mongol;Ìîíãîë;mongoli;x
KHA_democracy;The Khalkha Republic;La République Khalkha;Die Khalkha-Republik;Republika Khalkha;La República Khalkha;Repubblica di Khalkha;A Khalkha Köztársaság;Khalkha republika;A Khalkha Köztársaság;de Khalkha Republiek;A República Khalkha;Ğåñïóáëèêà Õàëõà;Khalkha tasavalta;x
KHA_proletarian_dictatorship;The Khalkha Proletariate;Le Prolétariat de Khalkha;Das Khalkha-Proletariat;Khalkha Proletariat;El Proletariado de Khalkha;Proletariato di Khalkha;A Khalkha proletariátus;Khalkha Proletariate;A Khalkha proletariátus;de Khalkha proletariaat;O Proletariado de Khalkha;Õàëõàíñêèé Ïğîëåòàğèàò;Khalkha Proletariate;x
KHD;Khandesh;Kandeich;Khandesh;Khandesh;Khandesh;Khandesh;Khandesh;Khandesh;Khandesh;Khandesh;Khandesh;Êõàíäåø;Khandesh;x
KHD_ADJ;Khandeshi;du Kandeich;Khandisch;Khandeshi;Khandeshi;del Khandesh;Khandeshi;Khandeshi;Khandeshi;Khandeshi;Khandeshi;Êõàíäåøè;Khandeshi;x
KHI_presidential_dictatorship;Turkmenistan;Turkménistan;Turkmenistan;Turkmenia;Turkmenistán;Turkmenistan;Türkmenisztán;Turkmenistán;Türkmenisztán;Turkmenistan;Turcomenistão;Òóğêìåíèñòàí;Turkmenistan;x
KHI_presidential_dictatorship_ADJ;Turkmen;Turkmène;Turkmenisch;Turkmenowie;Turcomano;Turcomanna;Türkmén;Turkmenisté;Türkmén;Turkmeens;Turcomano;òóğêìåíñê.;Turkmenistanin;x
KHI_proletarian_dictatorship;SSR Turkmenistan;RSS Turkménistan;SSR Turkmenistan;Turystmen SSR;SSR Turkmenistán;RSS Turkmena;SSR Türkmenisztán;SSR Turkmenistan;SSR Türkmenisztán;SSR Turkmenistan;SSR Turquemenistão;ÑÑĞ Òóğêìåíèñòàí;SSR Turkmenistan;x
KHI_proletarian_dictatorship_ADJ;Turkmen;Turkmène;Turkmenisch;Turkmenowie;Turcomano;Turcomanna;Türkmén;Turkmenisté;Türkmén;Turkmeens;Turcomano;òóğêìåíñê.;Turkmenistanin;x
KHO;Khorasan;Khorassan;Chorasan;Khorasan;Khorasan;Khorasan;Khorasan;Khorasan;Khorasan;Khorasan;Khorasan;Õîğàñàí;Khorasan;x
KHO_ADJ;Khorasani;du Khorassan;Chorasanisch;Khorasani;Khorasani;del Khorasan;Khorasani;Khorasani;Khorasani;Khorasani;Khorasani;Õîğàñàíè;Khorasani;x
KID;Kildare;Kildare;Kildare;Kildare;Kildare;Kildare;Kildare;Kildare;Kildare;Kildare;Kildare;Êèëäàğ;Kildare;x
KID_ADJ;Kildarean;du Kildare;Kildare-;Kildarean;Kildarean;di Kildare;Kildarean;Kildarean;Kildarean;Kildarean;Kildarean;Êèëäàğåàí;Kildarean;x
KIK;Kikondja;Kinkondja;Kikondscha;Kikondja;Kikondja;Kikondja;Kikondja;Kikondja;Kikondja;Kikondja;Kikondja;Êèêîíäÿ;Kikondja;x
KIK_ADJ;Kikondjan;de Kinkondja;Kikondscha-;Kikondjan;Kikondjan;di Kikondja;Kikondjan;Kikondjan;Kikondjan;Kikondjan;Kikondjan;Êèêîíäÿí;Kikondjan;x
KLE;Kleves;Clèves;Kleve;Kleves;Kleves;Cleve;Kleves;Kleves;Kleves;Kleves;Kleves;Êëåâåñ;Kleves;x
KLE_ADJ;Clevian;Clévois;Kleve-;Clevian;Clevian;di Cleve;Clevian;Clevian;Clevian;Clevian;Clevian;Öëåâèàí;Clevian;x
KLM;Kalimantan;Kalimantan;Kalimantan;Kalimantan;Kalimantan;Kalimantan;Kalimantán;Kalimantan;Kalimantán;Kalimantan;Kalimantan;Êàëèìàíòàí;Kalimantanin;x
KLM_ADJ;Kalimantan;du Kalimantan;Kalimantan-;Kalimantan;Kalimantan;del Kalimantan;Kalimantán;Kalimantan;Kalimantán;Kalimantan;Kalimantan;Êàëèìàíòàí;Kalimantanin;x
KLN;Keladi;Kéladi;Keladi;Keladi;Keladi;Keladi;Keladi;Keladi;Keladi;Keladi;Keladi;Êåëàäè;Keladi;x
KLN_ADJ;Keladi;du Kéladi;Keladi-;Keladi;Keladi;di Keladi;Keladi;Keladi;Keladi;Keladi;Keladi;Êåëàäè;Keladi;x
KMK;Kalmykia;Kalmoukie;Kalmückien;Ka³mucja;Kalmykia;Calmucchia;Kalmykia;Kalmykia;Kalmykia;Kalmukkië;Kalmykia;Êàëìûêèÿ;Kalmykia;x
KMK_ADJ;Kalmyk;Kalmouk;Kalmückisch;Kalmyk;Kalmyk;Calmucca;Kalmyk;Kalmyk;Kalmyk;Kalmyk;Kalmyk;êàëìûöê.;kalmukki;x
KMT;Kuomintang China;Chine Kuomintang;Kuomintang-China;Kuomintang Chiny;China Kuomintang;Cina Kuomintang;Kuomintang Kína;Kuomintang Æína;Kuomintang Kína;Kwomintang China;Kuomintang China;Ãîìèíüäàí Êèòàé;Kuomintang Kiina;x
KMT_ADJ;Chinese;Chinois;Chinesisch;chiñski;chino;Cinese;kínai;Æínština;kínai;Chinese;chinês;Êèòàéñê.;Kiinalainen;x
KNG;Kong;Kong;Kong;Kong;Kong;Kong;Kong;Kong;Kong;Kong;Congue;Êîíã;kong;x
KNG_ADJ;Kong;de Kong;Kong-;Kong;Kong;di Kong;Kong;Kong;Kong;Kong;Congue;Êîíãñê.;kong;x
KNI;The Knights;Les Chevaliers;Die Ritter;Rycerze;los Caballeros;I Cavalieri;lovagok;rytíri;lovagok;de Ridders;os cavaleiros;Ğûöàğè;ritarit;x
KNI_ADJ;Knights_;Chevalier;Ritter-;Rycerze;Caballeros;Cavaliera;Knights_;Knights_;Knights_;Knights_;Cavaleiros;Êíèãõòñ_;Knights_;x
KNI_democracy;Saint John;Saint-Jean;Sankt Johannes;Œwiêty Jan;San Juan;San Giovanni;Saint John;Saint John;Saint John;Saint John;São João;Ñâÿòîé Èîàíí;Saint John;x
KNI_democracy_ADJ;Saint John's;de Saint-Jean;Sankt Johannes-;Œwiêtego Jana;Sanjuanés;Sangiovannina;Szent János;Saint John je;Szent János;Saint John's;São João;Ñâÿòîé Èîàíí;Saint Johnin;x
KNI_proletarian_dictatorship;The Hospitaller Proletariate;Le Prolétariat Hôpital;Hospitalproletariat;Szpitalny Proletariat;El Proletariado Hospitalario;Proletariato Ospitaliero;A Kórházi proletariátus;Hospitaller Proletariate;A Kórházi proletariátus;de Hospitaal proletariaat;O Proletariado Hospitalar;Ïğîëåòàğèàò Ãîñïèòàëüåğà;Hospitaller Proletariate;x
KNI_proletarian_dictatorship_ADJ;Hospitaller;Hôpital;Hospitaliter-;Szpitalny;Hospitalario;Ospitaliera;Máltai lelkész;Hospitaller;Máltai lelkész;hospitaler;Hospitalar;Ãîñïèòàëüåğ;Hospitaller;x
KNY;Kenya;Kénya;Kenia;Kenia;Kenia;Chenia;Kenya;Keòa;Kenya;Kenia;Quênia;Êåíèÿ;Kenia;x
KNY_ADJ;Kenyan;Kényan;Kenianisch;Kenijski;Keniata;Cheniota;kenyai;keòskı;kenyai;Keniaan;Queniano;êåíèéñê.;kenialainen;x
KOK_presidential_dictatorship;Kyrgyzstan;Kirghizistan;Kirgisistan;Kirgistan;Kirguistán;Chirghisia;Kirgizisztán;Kyrgyzstán;Kirgizisztán;Kirgizië;Quirguistão;Êèğãèçèÿ;Kirgisia;x
KOK_presidential_dictatorship_ADJ;Kyrgyz;Kirghize;Kirgisisch;Kirgizja;Kirguiso;Chirghiso;kirgiz;Kyrgyzské;kirgiz;Kirgizische;Quirguiz;êèğãèçñê.;Kirgisian;x
KOK_proletarian_dictatorship;SSR Kyrgyzstan;RSS Kirghizistan;SSR Kirgisistan;SSR Kirgistan;SSR Kirguistán;RSS Chirghisa;SSR Kirgizisztán;SSR Kyrgyzstán;SSR Kirgizisztán;SSR Kirgizië;SSR Quirguizistão;ÑÑĞ Êûğãûçñòàí;SSR Kirgisia;x
KOK_proletarian_dictatorship_ADJ;Kyrgyz;Kirghize;Kirgisisch;Kirgizja;Kirguiso;Kirghizistan;kirgiz;Kyrgyzské;kirgiz;Kirgizische;Quirguiz;êèğãèçñê.;Kirgisian;x
KOL;Cologne;Cologne;Köln;Kolonia;Colonia;Colonia;kölni;kolínská;kölni;Keulen;Colônia;Îäåêîëîí;Köln;x
KOL_ADJ;Colognian;Colognien;Kölnisch;Colognian;Colognian;Colona;Colognian;Colognian;Colognian;kölsch;Colognian;Öîëîãíèàí;Colognian;x
KOM;Comoros;Les Comores;Die Komoren;Komory;Comoras;Comore;Comore-szigetek;Komory;Comore-szigetek;Comoren;Comores;Êîìîğñêèå;Komorit;x
KOM_ADJ;Comoran;Comorien;Komorisch;Komoran;Comoran;delle Comore;Comoran;Comoran;Comoran;Comoren;Comoran;Êîìîñê.;Komorien;x
KON;Kongo;Kongo;Kongo;Kongo;Kongo;Kongo;Kongo;Kongo;Kongo;Kongo;Kongo;Êîíãî;Kongo;x
KON_ADJ;Kongolese;Kongolais;Kongolisch;Kongolese;Kongolese;Kongolese;Kongolese;Kongolese;Kongolese;Kongolese;Congolês;Êîíãîëåñå;Kongolese;x
