KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
form_the_suebi_desc;After the fell of the Roman Empire, our people took the lands they called Gallæcia and cared for them. For Wodan, we created a Duchy there and so the world should know.;Après la chute de l'Empire romain, notre peuple a pris les terres qu'ils appelaient Gallæcia et s'est occupé d'eux. Pour Wodan, nous avons créé un duché et le monde devrait le savoir.;Nach dem Fall des Römischen Reiches nahmen unsere Leute das Land, das sie Gallæcia nannten und kümmerten sich um sie. Für Wodan haben wir dort ein Herzogtum geschaffen und die Welt sollte es wissen.;Po upadku Cesarstwa Rzymskiego, nasz lud wzi¹³ ziemie, które nazwali Gallæcia i troszczy³ siê o nich. Dla Wodana stworzyliœmy tam Ksiêstwo i œwiat powinien wiedzieæ.;Después de la caída del Imperio Romano, nuestra gente tomó las tierras que llamaron Gallæcia y las cuidó. Para Wodan, creamos un Ducado allí y el mundo debería saberlo.;Dopo la caduta dell'Impero Romano, il nostro popolo prese le terre che chiamavano Gallæcia e le accudiva. Per Wodan, abbiamo creato un ducato lì e lo sappiano i quattro venti.;A Római Birodalom bukása után a mi népünk elvette azokat a földeket, melyeket Gallácia-nak hívtak és gondoskodtak róluk. Wodan számára létrehoztunk egy Duchy-t, és így a világnak tudnia kell.;Po pádu øímské Øíše naši lidé vzali pozemky, které nazıvali Gallæcia a starali se o nì. Pro Wodana jsme zde vytvoøili vévodství a svìt by mìl vìdìt.;A Római Birodalom bukása után a mi népünk elvette azokat a földeket, melyeket Gallácia-nak hívtak és gondoskodtak róluk. Wodan számára létrehoztunk egy Duchy-t, és így a világnak tudnia kell.;Na de val van het Romeinse Rijk, nam ons volk het land dat Gallæcia werd genoemd en zorgde voor hen. Voor Wodan hebben we daar een hertogdom gecreëerd en dat zou de wereld moeten weten.;Após a queda do Império Romano, nosso povo tomou as terras que eles chamaram de Gallæcia e cuidou deles. Para Wodan, criamos um Ducado lá e assim o mundo deve saber.;Ïîñëå ïàäåíèÿ Ğèìñêîé èìïåğèè íàøè ëşäè çàõâàòèëè çåìëè, êîòîğûå îíè íàçâàëè Ãàëëüàıêèÿ, è çàáîòèëèñü î íèõ. Äëÿ Âîäàíà ìû ñîçäàëè òàì ãåğöîãñòâî, è ïîıòîìó ìèğ äîëæåí çíàòü.;Rooman valtakunnan putoamisen jälkeen kansamme otti maat, joita he kutsuivat Gallæciaa ja huolehtisi heistä. Wodanille me luotiimme vallankaappauksen, joten maailman pitäisi tietää.;x
form_visigothia_desc;After the fell of the Roman Empire, our people took the lands they called Septimania and cared for them. For Wodan, we created a Duchy there and so the world should know.;Après la chute de l'Empire romain, nos gens ont pris les terres qu'ils appelaient Septimania et se sont occupés d'eux. Pour Wodan, nous avons créé un duché et le monde devrait le savoir.;Nach dem Fall des Römischen Reiches nahmen unsere Leute das Land, das sie Septimania nannten und kümmerten sich um sie. Für Wodan haben wir dort ein Herzogtum geschaffen und die Welt sollte es wissen.;Po upadku Cesarstwa Rzymskiego, nasz lud wzi¹³ ziemie, które nazwali Septimania i troszczy³ siê o nich. Dla Wodana stworzyliœmy tam Ksiêstwo i œwiat powinien wiedzieæ.;Después de la caída del Imperio Romano, nuestra gente tomó las tierras que llamaron Septimania y las cuidó. Para Wodan, creamos un Ducado allí y el mundo debería saberlo.;Dopo la caduta dell'Impero Romano, il nostro popolo prese le terre che chiamarono Settimania e si prese cura di loro. Per Wodan, abbiamo creato un ducato lì e lo sappiano i quattro venti.;A Római Birodalom bukása után a mi népünk elvette azokat a földeket, amelyeket Szeptimániának hívtak és gondoskodtak róluk. Wodan számára létrehoztunk egy Duchy-t, és így a világnak tudnia kell.;Po pádu øímské Øíše naši lidé vzali pozemky, které nazıvali Septimania a starali se o nì. Pro Wodana jsme zde vytvoøili vévodství a svìt by mìl vìdìt.;A Római Birodalom bukása után a mi népünk elvette azokat a földeket, amelyeket Szeptimániának hívtak és gondoskodtak róluk. Wodan számára létrehoztunk egy Duchy-t, és így a világnak tudnia kell.;Na de val van het Romeinse Rijk, nam ons volk het land dat ze Septimania noemden en verzorgde ze. Voor Wodan hebben we daar een hertogdom gecreëerd en dat zou de wereld moeten weten.;Após a queda do Império Romano, nosso povo tomou as terras que chamaram de Septimania e cuidou delas. Para Wodan, criamos um Ducado lá e assim o mundo deve saber.;Ïîñëå ïàäåíèÿ Ğèìñêîé èìïåğèè íàøè ëşäè çàõâàòèëè çåìëè, êîòîğûå îíè íàçûâàëè Ñåïòèìàíèÿ, è çàáîòèëèñü î íèõ. Äëÿ Âîäàíà ìû ñîçäàëè òàì ãåğöîãñòâî, è ïîıòîìó ìèğ äîëæåí çíàòü.;Rooman valtakunnan putoamisen jälkeen kansamme otti ne alueet, joita he kutsuivat Septimaniaan ja huolehtivat heistä. Wodanille me luotiimme vallankaappauksen, joten maailman pitäisi tietää.;x
form_siberia_title;The Chiefdoms of Sibir;Les chefferies de Sibir;Die Häuptlingstümer von Sibir;Chiefdoms of Sibir;Los cacicazgos de Sibir;Le signorie della Siberia;Sibir fõhercegei;Hlavní náèelníci Sibira;Sibir fõhercegei;De Chiefdoms van Sibir;The Chiefdoms of Sibir;Ğóêîâîäèòåëè Ñèáèğè;Sibirin päämiehet;x
form_indochina_title;The Peninsula between India and China;La péninsule entre l'Inde et la Chine;Die Halbinsel zwischen Indien und China;Pó³wysep miêdzy Indiami a Chinami;La Península entre India y China;La penisola tra India e Cina;India és Kína közötti félsziget;Poloostrov mezi Indií a Èínou;India és Kína közötti félsziget;Het schiereiland tussen India en China;A Península entre a Índia e a China;Ïîëóîñòğîâ ìåæäó Èíäèåé è Êèòàåì;Intian ja Kiinan välinen niemimaa;x
form_anglo_saxony_title;The Heptarchy of the Angles;L'heptarchie des Angles;Die Heptarchie der Angeln;Heptarchia k¹tów;La Heptarquía de los Ángulos;L'eptarchia degli Angli;A Szögek Heptarchiája;Heptarchie úhlù;A Szögek Heptarchiája;The Heptarchy of the Angles;A Heptarquia dos Ângulos;Ãåïòàğõèÿ óãëîâ;Kulmojen herkkuus;x
form_frankia_title;The Domain of the Salian Franks;Le domaine des Francs Saliens;Die Domäne der Salischen Franken;Domena Franków Saliañskich;El dominio de los francos salios;Il dominio dei Franchi Salii;A Salian Franks Domainje;Doména Salian Franks;A Salian Franks Domainje;Het domein van de Salische Franken;O Domínio dos Francos Salianos;Äîìåí Ñàëèàíñêèõ ôğàíêîâ;Salian Franksin verkkotunnus;x
form_siberia_desc;For long time have the lands east of the Urals been known as chiefdoms, but after unifying them, we can, forsooth, provide an actual nation like those in Europe.;Pendant longtemps, les terres à l'est de l'Oural ont été connues sous le nom de chefferies, mais après les avoir unifiées, nous pouvons, en réalité, fournir une nation réelle comme celles de l'Europe.;Lange Zeit waren die Länder östlich des Urals als Häuptlingstümer bekannt, aber nachdem wir sie vereinigt haben, können wir für uns als eine wirkliche Nation wie die in Europa sorgen.;Od dawna ziemie na wschód od Uralu by³y znane jako naczelne, ale po ich zjednoczeniu mo¿emy z³o¿yæ realistyczny naród, tak jak w Europie.;Durante mucho tiempo las tierras al este de los Urales han sido conocidas como cacicazgos, pero después de unificarlas, podemos, en realidad, proporcionar una nación real como las de Europa.;Per lungo tempo le terre ad est degli Urali erano conosciute come domini, ma dopo averle unificate, possiamo, per così dire, creare una nazione vera come quelle in Europa.;Hosszú idõn keresztül az Uralól keletre fekvõ földeket fõnökként ismerik, de miután egyesítettük õket, képesek vagyunk egy olyan nemzetet biztosítani, mint az Európában.;Po dlouhou dobu byly zemì vıchodnì od Uralu známy jako náèelnice, ale po jejich sjednocení nám mùeme poskytnout skuteènı národ, jako jsou ty v Evropì.;Hosszú idõn keresztül az Uralól keletre fekvõ földeket fõnökként ismerik, de miután egyesítettük õket, képesek vagyunk egy olyan nemzetet biztosítani, mint az Európában.;Al lang zijn de landen ten oosten van de Oeral bekend als chiefdoms, maar na het verenigen van hen, kunnen we, voorzeker, een echte natie bieden zoals die in Europa.;Por muito tempo as terras a leste dos Urais são conhecidas como chefias, mas depois de unificá-las, podemos, de fato, fornecer uma nação como as da Europa.;Äîëãîå âğåìÿ çåìëè, ğàñïîëîæåííûå ê âîñòîêó îò Óğàëà, íàçûâàëèñü âîæäÿìè, íî, îáúåäèíèâ èõ, ìû ìîæåì îáåñïå÷èòü, ÷òîáû íàñòîÿùàÿ íàöèÿ áûëà òàêîé æå, êàê â Åâğîïå.;Jo pitkään Uralin itäpuolella olevat maat ovat olleet päälliköiksi, mutta niiden yhdistämisen jälkeen voimme jopa tarjota todellisen kansakunnan, kuten eurooppalaiset.;x
form_indochina_desc;The Indians and their Kingdoms, the Chinese and their Empires, and then the Westerners. But today, the Indochinese people took off the yoke and united for a prosperous future.;Les Indiens et leurs royaumes, les Chinois et leurs Empires, puis les Occidentaux. Mais aujourd'hui, les Indochinois ont enlevé le joug et se sont unis pour un avenir prospère.;Die Indianer und ihre Königreiche, die Chinesen und ihre Reiche und dann die Westler. Aber heute haben die Indochinesen das Joch aufgehoben und sich für eine blühende Zukunft zusammengeschlossen.;Indianie i ich królestwa, Chiñczycy i ich imperia, a potem ludzie Zachodu. Ale dzisiaj lud Indochinski zdj¹³ jarzmo i zjednoczy³ siê dla pomyœlnej przysz³oœci.;Los indios y sus reinos, los chinos y sus imperios, y luego los occidentales. Pero hoy, el pueblo de Indochina se quitó el yugo y se unió para un futuro próspero.;Gli indiani e i loro regni, i cinesi e i loro imperi, e poi gli occidentali. Ma oggi il popolo indocinese si è levato il giogo di dosso e si è unito per un futuro prospero.;Az indiánok és királyságuk, a kínaiak és a birodalmuk, majd a nyugatiak. Ma azonban az indokínusok levették az igát, és egyesültek egy virágzó jövõért.;Indiáni a jejich království, Èíòané a jejich øíše, a pak Západní. Dnes však lidé indochinese odtrhli jho a spojili se za prosperující budoucnost.;Az indiánok és királyságuk, a kínaiak és a birodalmuk, majd a nyugatiak. Ma azonban az indokínusok levették az igát, és egyesültek egy virágzó jövõért.;De Indianen en hun koninkrijken, de Chinezen en hun rijken, en dan de westerlingen. Maar vandaag vertrok het Indochinese volk van het juk en verenigde zich voor een welvarende toekomst.;Os índios e seus reinos, os chineses e seus impérios, e depois os ocidentais. Mas hoje, o povo da Indochina tirou o jugo e se uniu para um futuro próspero.;Èíäåéöû è èõ êîğîëåâñòâà, êèòàéöû è èõ èìïåğèè, à çàòåì è çàïàäíèêè. Íî ñåãîäíÿ ëşäè Èíäîêèòàÿ ñíÿëè ÿğìî è îáúåäèíèëèñü äëÿ ïğîöâåòàşùåãî áóäóùåãî.;Intiaanit ja niiden valtakunnat, kiinalaiset ja niiden imperiumit ja sitten länsimaalaiset. Mutta tänä päivänä indokinealaiset lähtivät ikeestä ja yhdistyivät vauras tulevaisuus.;x
form_anglo_saxony_desc;After the withdrawal of the Romans from the Peninsula, the Angles and the Saxons easily subjugated the Celts living there and built a nation of their own. Surviving till today, it's time for unification.;Après le retrait des Romains de la péninsule, les Angles et les Saxons subjuguent facilement les Celtes qui y vivent et construisent leur propre nation. Survivre jusqu'à aujourd'hui, il est temps pour l'unification.;Nach dem Abzug der Römer von der Halbinsel unterwarfen die Angels und die Sachsen die dort lebenden Kelten und errichteten eine eigene Nation. Überleben bis heute, es ist Zeit für die Vereinigung.;Po wycofaniu siê Rzymian z Pó³wyspu, K¹towie i Saksoni z ³atwoœci¹ podporz¹dkowali mieszkaj¹cych tam Celtom i zbudowali w³asny naród. Prze¿yjemy do dzisiaj, czas na zjednoczenie.;Después de la retirada de los romanos de la Península, los anglos y los sajones fácilmente subyugaron a los celtas que vivían allí y construyeron una nación propia. Sobrevivir hasta hoy, es hora de la unificación.;Dopo il ritiro dei Romani dalla Penisola, gli Angli e i Sassoni soggiogarono facilmente i Celti che vivevano lì e costruirono una nazione propria. Sopravvissuti fino ad oggi, è tempo di unirsi.;Miután a rómaiak visszavonultak a félszigetrõl, a Szögek és a szászok könnyen alávetették az ott élõ keltákat és saját nemzetet építettek. Túlélni a mai napig, itt az ideje az egyesítésnek.;Po staení Øímanù z poloostrova Angle a Sasové snadno podmanili Kelty ijící tam a postavili svùj vlastní národ. Pøeíváme a dnes, je èas na sjednocení.;Miután a rómaiak visszavonultak a félszigetrõl, a Szögek és a szászok könnyen alávetették az ott élõ keltákat és saját nemzetet építettek. Túlélni a mai napig, itt az ideje az egyesítésnek.;Na de terugtrekking van de Romeinen van het schiereiland onderwierpen de Angelen en de Saksen gemakkelijk de Kelten die daar woonden en bouwden een eigen natie. Overleven tot vandaag, het is tijd voor vereniging.;Após a retirada dos romanos da península, os anglos e os saxões facilmente subjugaram os celtas que viviam lá e construíram uma nação própria. Sobrevivendo até hoje, é hora de unificação.;Ïîñëå óõîäà ğèìëÿí ñ ïîëóîñòğîâà Óãëû è ñàêñû ëåãêî ïîä÷èíèëè êåëüòîâ, æèâóùèõ òàì, è ïîñòğîèëè ñâîş ñîáñòâåííóş. Âûæèâ äî ñåãîäíÿøíåãî äíÿ, ïğèøëî âğåìÿ äëÿ îáúåäèíåíèÿ.;Kun roomalaiset lähtivät pois niemimaalta, kulmat ja saksit helposti alensivat siellä elävää kelttien ja rakensivat oman kansansa. Elossa nykyään, on aika yhdistää.;x
form_frankia_desc;Descending from Jesus Christ Himself through the Fisher Kings, the Merovingians brought the Franks to power. After resisting to the treacherous Gauls and Soissons, the Frankish Kingdom shall rise again!;Descendant de Jésus-Christ même à travers les Rois des Pêcheurs, les Mérovingiens portèrent les Francs au pouvoir. Après avoir résisté aux perfides Gaulois et Soissonnais, le Royaume des Francs ressuscitera!;Die Merowinger, die von Jesus Christus selbst durch die Fischerkönige abstammen, bringen die Franken an die Macht. Nach dem Widerstand gegen die tückischen Gallier und Soissons wird das fränkische Königreich wieder auferstehen!;Zstêpuj¹c od samego Jezusa Chrystusa przez Rybackich Królów, Merowingowie doprowadzili Franków do w³adzy. Po odparciu zdradzieckich Galów i Soissonów, Królestwo Franków wzniesie siê ponownie!;Descendiendo de Jesucristo mismo a través de los Reyes Pescadores, los merovingios llevaron a los francos al poder. ¡Después de resistir a los traicioneros galos y Soissons, el reino franco se levantará de nuevo!;Discendendo da Gesù Cristo stesso attraverso i Re Pescatori, i Merovingi portarono i Franchi al potere. Dopo aver resistito agli infidi Galli e a Soissons, il Regno dei Franchi risorgerà!;Jézus Krisztusról a Fisher-királyon keresztül leereszkedve a Merovingusok a frankot hatalomra hozták. Miután ellenállt az áruló Gauloknak és Soissonsnak, a frank királyság ismét felkelni fog!;Sestupující od samotného Jeíše Krista skrze rybáøské krále, Merovingové pøivedli Franky k moci. Poté, co se vzdoruje k zrádnım Galùm a Soissonùm, francouzské království opìt povstane!;Jézus Krisztusról a Fisher-királyon keresztül leereszkedve a Merovingusok a frankot hatalomra hozták. Miután ellenállt az áruló Gauloknak és Soissonsnak, a frank királyság ismét felkelni fog!;Toen hij afdaalde van Jezus Christus door de Fisher Kings, brachten de Merovingers de Franken aan de macht. Na weerstand te hebben geboden aan de verraderlijke Galliërs en Soissons, zal het Frankische koninkrijk weer opstaan!;Descendo de Jesus Cristo através dos Reis Pescadores, os merovíngios levaram os francos ao poder. Depois de resistir aos traiçoeiros gauleses e Soissons, o reino franco se levantará novamente!;Ñïóñòèâøèñü ñ ñàìîãî Èèñóñà Õğèñòà ÷åğåç Ôèøåğñêèõ Êîğîëåé, Ìåğîâèíãè ïğèâåëè ê âëàñòè ôğàíêîâ. Ïîñëå ñîïğîòèâëåíèÿ âåğîëîìíûì ãàëëàì è ñóàññîíàì ôğàíêñêîå êîğîëåâñòâî ñíîâà âîñêğåñíåò!;Kun laskeutui Jeesuksesta Kristuksesta itseensä Fisher Kingsin kautta, Merovingit toivat frangit valtaan. Kun vastustetaan petollisille Gaulille ja Soissonsille, Frankkin kuningaskunta nousee jälleen!;x
