albanian_rename_epirus_title;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Province d'Épire;$COUNTRY_ADJ$ Provinz von Epirus;$COUNTRY_ADJ$ Prowincja Epiru;$COUNTRY_ADJ$ Provincia de Epiro;$COUNTRY_ADJ$ Provincia dell'Epiro;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincii Epirus;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincie Epirus;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Ïğîâèíöèÿ İïèğ;$COUNTRY_ADJ$ Epiruksen maakunta;x
serbian_rename_n_macedonia_desc;$COUNTRY$ finally conquered the Province of Severna Makedonija, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Severna Makedonija, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Severna Makedonija, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Severna Makedonija, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Severna Makedonija, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Severna Makedonija, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Severna Makedonija tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Severna Makedonija, ale místní jména jsou pro nás zcela cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Severna Makedonija tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Severna Makedonija, maar de lokale namen zijn voor ons volkomen vreemd. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Severna Makedonija, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ñåâåğíà Ìàêåäîíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti lopulta Severna Makedonijan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
serbian_rename_s_macedonia_title;$COUNTRY_ADJ$ Province of Juna Makedonija;$COUNTRY_ADJ$ Province de Juna Makedonija;$COUNTRY_ADJ$ Provinz Juna Makedonija;$COUNTRY_ADJ$ Prowincja Juna Makedonija;$COUNTRY_ADJ$ Provincia de Juna Makedonija;$COUNTRY_ADJ$ Provincia di Juna Makedonija;$COUNTRY_ADJ$ Dél-Makedónia tartomány;$COUNTRY_ADJ$ Provincie Juna Makedonie;$COUNTRY_ADJ$ Dél-Makedónia tartomány;$COUNTRY_ADJ$ Provincie Juna Makedonija;$COUNTRY_ADJ$ Província de Juna Makedonija;$COUNTRY_ADJ$ Ïğîâèíöèÿ Şæíà Ìàêåäîíèÿ;$COUNTRY_ADJ$ Etelä-Makedonian maakunta;x
serbian_rename_s_macedonia_desc;$COUNTRY$ finally conquered the Province of Juna Makedonija, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Juna Makedonija, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Juna Makedonija erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Juna Makedonija, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Juna Makedonija, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Juna Makedonija, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Juna Makedonija tartományt, de a helyi nevek teljesen idegenek számunkra. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Juna Makedonija, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Juna Makedonija tartományt, de a helyi nevek teljesen idegenek számunkra. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Juna Makedonija veroverd, maar de lokale namen zijn ons volkomen vreemd. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Juna Makedonija, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$, íàêîíåö, çàâîåâàëà ïğîâèíöèş Şæíà Ìàêåäîíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti Junan Makedonian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
serbian_rename_slo_title;$COUNTRY_ADJ$ Province of Slovenija;$COUNTRY_ADJ$ Province de Slovenija;$COUNTRY_ADJ$ Provinz von Slowenien;$COUNTRY_ADJ$ Prowincja Slovenija;$COUNTRY_ADJ$ Provincia de Slovenija;$COUNTRY_ADJ$ Provincia di Slovenija;$COUNTRY_ADJ$ Province of Slovenija;$COUNTRY_ADJ$ Provincie Slovenija;$COUNTRY_ADJ$ Province of Slovenija;$COUNTRY_ADJ$ Provincie van Slovenija;$COUNTRY_ADJ$ Província da Eslovênia;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ñëîâåíüÿ;$COUNTRY_ADJ$ Province of Slovenija;x
serbian_rename_slo_desc;$COUNTRY$ finally conquered the Province of Slovenija, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Slovenija, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Slovenija erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Slovenija, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Slovenija, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Slovenija, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Szlovéniát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Slovenija, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Szlovéniát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Slovenija veroverd, maar de lokale namen zijn ons volkomen vreemd. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Slovenija, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ñëîâåíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Slovenijan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
silesia_rename_czech_title;$COUNTRY_ADJ$ Province of Slezsko;$COUNTRY_ADJ$ Province de Slezsko;$COUNTRY_ADJ$ Provinz Slezsko;$COUNTRY_ADJ$ Prowincja Slezsko;$COUNTRY_ADJ$ Provincia de Slezsko;$COUNTRY_ADJ$ Provincia di Slezsko;$COUNTRY_ADJ$ Slezsko tartomány;$COUNTRY_ADJ$ Provincie Slezsko;$COUNTRY_ADJ$ Slezsko tartomány;$COUNTRY_ADJ$ Provincie Slezsko;$COUNTRY_ADJ$ Província de Slezsko;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ñëåçñêî;$COUNTRY_ADJ$ Provinssin Slezsko;x
silesia_rename_czech_desc;$COUNTRY$ finally conquered the Province of Slezsko, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Slezsko, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schliesslich die Provinz Slezsko erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o województwo œlê¿skie, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Slezsko, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Slezsko, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Slezsko tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Slezsko, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Slezsko tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Slezsko, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Slezsko, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Slezsko, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Slezskon maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
silesia_rename_german_title;$COUNTRY_ADJ$ Province of Schlesien;$COUNTRY_ADJ$ Province de Schlesien;$COUNTRY_ADJ$ Provinz Schlesien;$COUNTRY_ADJ$ Prowincja Schlesien;$COUNTRY_ADJ$ Provincia de Schlesien;$COUNTRY_ADJ$ Provincia di Schlesien;$COUNTRY_ADJ$ Province of Schlesien;$COUNTRY_ADJ$ provincie Schlesien;$COUNTRY_ADJ$ Province of Schlesien;$COUNTRY_ADJ$ Provincie Schlesien;$COUNTRY_ADJ$ Província de Schlesien;$COUNTRY_ADJ$ Ïğîâèíöèÿ Øëåçåí;$COUNTRY_ADJ$ Province of Schlesien;x
silesia_rename_german_desc;$COUNTRY$ finally conquered the Province of Schlesien, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Schlesien, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Schlesien erobert, aber die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Schlesien, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Schlesien, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Schlesien, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Schlesien tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Schlesien, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Schlesien tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Schlesien, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Schlesien, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Øëåçåí, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Schlesienin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
silesia_rename_polish_title;$COUNTRY_ADJ$ Province of Slask;$COUNTRY_ADJ$ Province de Slask;$COUNTRY_ADJ$ Provinz von Slask;$COUNTRY_ADJ$ Province of Slask;$COUNTRY_ADJ$ Provincia de Slask;$COUNTRY_ADJ$ Provincia di Slask;$COUNTRY_ADJ$ tartomány Slask;$COUNTRY_ADJ$ Provincie Slask;$COUNTRY_ADJ$ tartomány Slask;$COUNTRY_ADJ$ Province of Slask;$COUNTRY_ADJ$ Province of Slask;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ñëàñê;$COUNTRY_ADJ$ Provinssin Slask;x
silesia_rename_polish_desc;$COUNTRY$ finally conquered the Province of Slask, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Slask, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Slask erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Œl¹sk, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Slask, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Slask, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Slask tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Slask, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Slask tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Slask veroverd, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Slask, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Slask, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Slaskin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
slavonia_rename_aus_title;$COUNTRY_ADJ$ Province of Slawonien;$COUNTRY_ADJ$ Province de Slawonien;$COUNTRY_ADJ$ Provinz von Slawonien;$COUNTRY_ADJ$ Prowincja Slawonien;$COUNTRY_ADJ$ Provincia de Slawonien;$COUNTRY_ADJ$ Provincia di Slawonien;$COUNTRY_ADJ$ tartomány Slawonien;$COUNTRY_ADJ$ provincie Slawonien;$COUNTRY_ADJ$ tartomány Slawonien;$COUNTRY_ADJ$ Provincie Slawonien;$COUNTRY_ADJ$ Província de Slawonien;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ñëàâîíèåí;$COUNTRY_ADJ$ Provincie Slawonien;x
slavonia_rename_aus_desc;$COUNTRY$ finally conquered the Province of Slawonien, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Slawonien, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schliesslich die Provinz Slawonien erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Slawonien, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Slawonien, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Slawonien, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Slawonien tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Slawonien, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Slawonien tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Slawonien, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Slawonien, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ñëàâîíèåí, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Slawonienin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
